symbol,log2FoldChange,padj,A_Sham_4,A_Sham_5,A_Sham_6,A_svd_4,A_svd_5,A_svd_6
Ebna1bp2,0.106,0.400,8.901,10.874,10.122,12.685,11.372,8.925
Ebp,-0.124,0.342,23.313,36.814,30.518,24.367,26.528,27.019
Ebpl,0.313,0.594,6.404,18.304,2.279,16.691,11.206,7.490
Ecd,-0.003,0.991,12.181,4.763,13.827,10.223,10.012,10.331
Ece1,0.061,0.751,74.550,48.171,81.955,64.775,69.224,82.203
Ece2,-0.253,0.027,13.336,15.814,11.611,8.838,10.552,9.890
Ecel1,0.303,0.532,0.424,3.037,2.392,4.470,3.050,0.882
Ech1,-0.107,0.449,100.908,117.763,74.282,83.230,76.674,97.461
Echdc1,0.075,0.704,1.285,1.165,1.316,0.611,1.659,1.962
Echdc2,-0.332,0.246,7.867,4.450,10.031,4.219,2.905,6.731
Echdc3,-0.117,0.661,2.756,2.746,5.041,1.910,4.426,2.558
Echs1,0.059,0.728,29.885,24.149,33.852,24.876,36.908,30.776
Eci1,-0.093,0.664,29.513,39.780,56.448,40.936,35.056,36.810
Eci2,-0.231,0.314,53.185,40.999,29.329,21.482,33.688,38.058
Eci3,-0.223,0.502,0.000,2.483,2.018,0.897,1.041,0.837
Ecm1,-0.037,0.790,38.936,54.372,47.724,35.056,51.199,47.702
Ecm2,-0.057,0.830,18.290,14.118,7.117,10.201,15.002,11.363
Ecscr,0.703,0.178,25.138,16.658,16.107,34.798,18.373,46.617
Ecsit,-0.049,0.822,15.920,30.793,16.861,20.003,21.128,18.129
Ect2,0.461,0.015,0.207,0.000,0.000,0.393,0.552,0.738
Ect2l,0.026,0.374,0.000,0.000,0.000,0.000,0.078,0.000
Eda,-0.199,0.596,0.832,4.202,1.299,1.699,1.905,0.764
Eda2r,0.158,0.312,0.192,0.000,0.100,0.457,0.000,0.356
Edar,-0.095,0.702,1.051,0.000,0.242,0.321,0.441,0.127
Edaradd,-0.002,0.869,0.000,0.033,0.000,0.024,0.000,0.000
Edc3,-0.285,0.013,7.070,7.932,8.464,4.980,5.990,4.773
Edc4,-0.009,0.960,10.177,8.742,14.826,10.407,12.270,10.491
Eddm3b,0.118,0.374,0.000,0.000,0.000,0.000,0.000,0.355
Edem1,0.136,0.322,7.607,6.897,6.508,9.064,6.224,8.723
Edem2,-0.254,0.220,13.727,22.104,24.900,13.132,17.576,13.353
Edem3,0.181,0.383,10.652,10.306,5.319,11.742,9.910,9.438
Edf1,-0.037,0.878,169.948,238.961,336.744,202.037,225.454,284.745
Edil3,0.107,0.839,9.104,26.216,3.452,17.378,12.713,11.977
Edn1,0.150,0.406,30.674,32.960,30.197,26.780,44.750,35.587
Edn2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Edn3,-0.234,0.280,59.705,47.510,76.705,32.863,53.249,53.333
Ednra,1.135,0.076,6.680,0.077,2.523,7.276,7.813,8.133
Ednrb,0.102,0.727,11.013,18.634,6.724,15.886,11.010,12.698
Edrf1,-0.146,0.214,4.086,3.877,3.452,3.225,3.726,2.245
Eea1,0.147,0.614,8.181,7.859,2.427,7.433,7.871,5.943
Eed,-0.185,0.616,15.454,5.391,6.347,4.963,8.040,8.429
Eef1a1,0.091,0.094,1939.180,1868.260,1944.550,1985.670,2045.370,2180.110
Eef1a2,-0.011,0.892,89.651,116.993,104.476,94.962,108.427,100.485
Eef1b2,-0.014,0.883,120.574,135.768,141.714,119.416,118.690,150.054
Eef1d,-0.080,0.705,85.465,105.149,156.763,99.159,106.699,111.141
Eef1e1,-0.135,0.730,10.066,16.357,2.557,7.248,7.888,8.984
Eef1g,0.137,0.127,171.570,212.028,210.380,230.982,211.037,225.942
Eef2,-0.094,0.610,647.247,633.440,964.751,618.486,634.295,766.961
Eef2k,-0.128,0.181,9.890,9.729,10.436,7.128,8.544,9.889
Eef2kmt,0.001,0.994,12.976,11.982,14.164,13.552,12.461,12.747
Eefsec,-0.356,0.029,6.993,8.906,9.839,4.698,6.136,4.480
Eepd1,-0.067,0.878,5.601,12.639,2.186,4.258,5.813,8.357
Efcab1,0.810,0.122,2.721,1.030,0.665,3.627,4.698,1.989
Efcab10,-0.386,0.270,7.694,13.794,3.670,4.155,4.343,5.475
Efcab11,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Efcab12,-0.349,0.286,0.889,3.171,4.292,1.070,2.138,1.126
Efcab14,-0.055,0.714,11.070,10.252,6.771,10.014,7.662,8.351
Efcab2,-0.088,0.844,5.775,1.708,0.962,3.468,2.000,1.888
Efcab3,-0.332,0.280,0.677,0.000,1.478,0.000,0.453,0.000
Efcab5,0.290,0.247,0.430,0.000,0.438,0.439,0.422,1.138
Efcab6,0.652,0.165,1.470,0.466,0.058,1.034,2.641,1.519
Efcab7,0.353,0.056,0.592,0.000,0.353,0.749,0.821,0.773
Efcab8,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Efcab9,0.042,0.374,0.000,0.000,0.000,0.000,0.125,0.000
Efcc1,-0.265,0.305,6.619,3.906,4.188,2.007,2.678,5.243
Efemp1,0.597,0.104,28.560,28.409,18.170,27.222,43.129,49.796
Efemp2,-0.102,0.501,52.788,57.380,75.743,47.499,56.980,60.713
Efhb,0.034,0.897,1.062,0.000,0.340,0.492,0.227,0.837
Efhc1,-0.336,0.334,2.603,1.130,4.269,1.625,2.366,0.293
Efhc2,-0.261,0.368,1.517,3.619,1.256,1.979,1.186,0.687
Efhd1,-0.391,0.426,7.597,15.213,1.384,3.139,3.835,6.240
Efhd2,-0.271,0.086,79.119,119.602,107.740,67.478,67.997,84.131
Efna1,0.637,0.177,26.677,21.779,17.394,22.194,34.737,51.595
Efna2,-0.069,0.676,5.142,3.667,6.386,5.021,4.776,4.040
Efna3,0.166,0.566,10.195,9.556,19.451,16.776,12.196,16.993
Efna4,-0.301,0.581,0.998,0.386,5.425,0.669,1.455,1.742
Efna5,-0.113,0.644,6.563,9.278,3.457,6.638,4.771,5.062
Efnb1,0.060,0.765,19.255,22.624,32.621,23.741,24.061,30.749
Efnb2,0.316,0.037,22.631,20.890,16.352,27.937,26.819,23.975
Efnb3,-0.280,0.082,45.911,67.702,62.847,36.084,48.655,39.843
Efr3a,-0.104,0.492,22.884,24.389,15.082,20.957,16.189,17.580
Efr3b,0.145,0.513,28.002,14.571,25.615,25.204,29.448,23.407
Efs,-0.045,0.791,6.512,5.579,3.825,5.415,5.727,3.728
Eftud1,0.062,0.845,7.300,3.381,2.301,5.028,3.832,4.961
Eftud2,0.001,0.992,26.387,26.683,34.912,28.983,25.054,33.318
Egf,0.206,0.106,0.134,0.000,0.000,0.388,0.306,0.081
Egfbp2,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Egfem1,0.098,0.723,0.338,0.000,0.665,1.005,0.331,0.063
Egfl6,0.366,0.140,0.000,0.053,0.000,0.783,0.140,0.235
Egfl7,-0.095,0.658,136.690,100.731,181.124,102.227,135.878,138.493
Egfl8,0.244,0.521,45.820,20.881,70.588,46.842,55.479,69.269
Egflam,0.203,0.117,10.460,9.200,12.527,12.554,13.479,12.948
Egfr,0.055,0.710,2.930,4.442,5.086,4.859,4.349,3.950
Egln1,0.179,0.179,39.024,27.738,32.466,39.504,37.218,39.736
Egln2,-0.290,0.176,55.816,61.598,91.900,54.416,44.701,47.473
Egln3,0.219,0.417,17.591,13.430,8.447,12.758,15.106,20.318
Egr1,0.314,0.381,20.262,18.577,23.566,21.018,20.372,40.883
Egr2,0.183,0.583,0.000,0.000,0.957,0.977,0.580,0.133
Egr3,0.274,0.471,5.253,7.833,7.634,13.974,5.642,7.249
Egr4,-0.513,0.110,5.639,10.832,15.427,4.613,4.928,4.300
Ehbp1,-0.155,0.101,8.008,7.191,6.143,5.207,6.112,6.045
Ehbp1l1,0.007,0.983,12.940,12.407,27.072,14.968,18.157,19.420
Ehd1,-0.113,0.637,40.811,29.893,59.410,33.766,36.195,44.574
Ehd2,-0.081,0.446,65.441,57.168,74.515,56.061,62.440,60.841
Ehd3,-0.132,0.664,15.594,10.377,27.238,15.943,14.510,15.197
Ehd4,-0.080,0.798,50.760,24.745,65.575,34.484,38.999,55.817
Ehf,-0.216,0.332,0.000,0.821,0.078,0.022,0.017,0.000
Ehhadh,0.150,0.557,1.333,1.606,2.481,1.591,1.737,3.297
Ehmt1,-0.198,0.438,10.278,6.311,14.190,7.563,9.668,6.721
Ehmt2,-0.104,0.749,33.704,25.940,63.869,28.942,40.933,40.210
Ei24,-0.029,0.836,55.359,66.803,43.556,46.657,49.761,62.087
Eid1,0.026,0.866,46.882,53.580,32.775,38.103,45.429,51.237
Eid2,0.179,0.601,24.332,6.862,18.045,19.149,16.772,22.513
Eid2b,0.030,0.903,2.938,7.669,4.847,4.903,4.426,6.417
Eid3,-0.369,0.408,0.000,0.000,1.978,0.085,0.000,0.067
Eif1,0.010,0.272,236.089,249.218,236.699,240.074,242.059,238.802
Eif1a,0.316,0.239,8.454,11.157,4.982,9.737,9.478,13.560
Eif1ad,0.137,0.493,10.289,5.636,8.772,8.256,10.922,9.110
Eif1ax,-0.199,0.203,55.162,57.707,54.864,50.951,51.700,29.552
Eif1b,0.224,0.170,40.069,54.034,33.534,46.501,55.705,52.217
Eif2a,0.115,0.716,19.753,10.803,6.623,14.033,13.941,13.321
Eif2ak1,0.105,0.553,24.726,16.392,15.860,19.416,23.519,19.731
Eif2ak2,0.242,0.365,11.528,8.521,5.043,8.213,10.888,12.395
Eif2ak3,-0.101,0.239,9.207,10.426,7.965,8.842,7.133,8.192
Eif2ak4,-0.179,0.425,5.623,2.467,5.631,3.287,3.700,3.678
Eif2b1,0.339,0.316,8.219,2.234,7.033,6.761,8.367,9.235
Eif2b2,-0.246,0.043,26.134,27.669,29.717,17.403,19.740,24.421
Eif2b3,-0.012,0.976,7.517,3.397,8.359,3.180,4.725,11.032
Eif2b4,-0.079,0.782,14.933,18.674,30.284,13.198,20.377,24.670
Eif2b5,-0.274,0.005,36.714,32.940,34.918,25.829,23.551,24.915
Eif2d,-0.035,0.803,13.732,10.174,10.511,9.084,10.769,12.931
Eif2s1,-0.042,0.795,9.945,11.640,8.099,11.707,6.850,9.339
Eif2s2,-0.001,0.998,19.282,35.635,10.970,17.929,19.706,26.810
Eif2s3x,0.117,0.540,38.246,26.473,21.638,31.015,30.001,34.699
Eif2s3y,0.438,0.144,9.979,5.981,7.791,8.551,11.979,14.674
Eif3a,0.017,0.917,61.891,39.487,41.306,47.233,49.276,47.343
Eif3b,0.142,0.362,51.398,43.878,62.427,58.536,53.532,67.176
Eif3c,-0.064,0.659,50.831,62.708,78.256,59.712,55.371,62.458
Eif3d,-0.019,0.766,47.065,57.890,56.445,50.342,52.502,53.564
Eif3e,0.219,0.501,83.325,96.105,31.614,70.303,80.443,102.334
Eif3f,-0.172,0.156,166.853,213.258,220.912,144.778,166.662,180.353
Eif3g,-0.164,0.314,106.031,130.700,138.900,90.198,86.830,133.123
Eif3h,-0.046,0.572,160.692,191.874,190.958,177.631,152.822,182.206
Eif3i,-0.249,0.189,101.251,103.787,151.226,82.403,82.555,99.941
Eif3j1,0.000,0.968,0.118,0.117,0.125,0.117,0.120,0.118
Eif3j2,0.153,0.512,25.749,19.489,11.376,23.384,20.613,20.863
Eif3k,-0.197,0.280,159.594,233.944,185.013,135.239,121.804,200.451
Eif3l,-0.059,0.698,44.965,32.131,38.508,28.647,38.453,40.665
Eif3m,0.001,0.994,43.413,63.188,36.889,42.957,45.590,52.787
Eif4a1,0.330,0.099,75.066,71.037,71.999,90.010,80.337,117.817
Eif4a2,0.033,0.924,74.521,126.991,35.758,76.537,90.656,72.367
Eif4a3,0.054,0.736,29.720,42.238,40.434,33.783,35.459,48.038
Eif4b,-0.089,0.292,135.681,116.797,129.987,103.998,117.214,123.691
Eif4e,0.540,0.013,15.915,13.225,9.713,19.974,19.792,20.920
Eif4e1b,-0.018,0.762,0.000,0.175,0.000,0.061,0.000,0.048
Eif4e2,0.023,0.865,14.972,9.846,11.390,11.801,12.114,12.865
Eif4e3,-0.051,0.614,13.558,10.996,14.192,11.443,11.830,13.039
Eif4ebp1,0.670,0.134,9.810,8.994,16.318,19.895,13.626,26.792
Eif4ebp2,-0.060,0.702,24.054,18.446,28.843,21.057,24.348,21.036
Eif4ebp3,0.153,0.779,8.882,0.000,3.966,4.031,6.800,4.503
Eif4enif1,-0.178,0.144,12.774,13.320,13.396,13.035,8.562,9.974
Eif4g1,-0.008,0.936,62.364,57.727,75.148,63.291,64.551,64.139
Eif4g2,0.185,0.457,82.491,54.563,39.041,76.649,64.291,65.862
Eif4g3,-0.035,0.823,93.344,109.740,65.953,96.589,72.551,86.184
Eif4h,-0.043,0.639,114.749,118.542,126.366,102.400,106.606,131.686
Eif5,0.218,0.424,38.168,35.023,15.739,31.197,34.187,41.934
Eif5a,0.077,0.467,239.886,238.924,208.956,230.185,216.923,285.136
Eif5a2,-0.030,0.894,5.018,4.710,1.795,3.749,3.720,3.449
Eif5b,-0.095,0.504,25.322,36.847,27.038,30.045,21.510,27.672
Eif6,0.191,0.603,44.722,18.862,60.657,39.433,46.695,62.328
Elac1,0.319,0.034,3.049,3.237,4.315,4.995,4.728,5.081
Elac2,0.010,0.913,6.480,6.953,6.040,7.653,5.866,5.927
Elane,0.131,0.374,0.000,0.000,0.000,0.000,0.392,0.000
Elavl1,0.265,0.088,7.352,8.546,5.041,8.636,9.419,8.831
Elavl2,0.040,0.902,2.026,3.340,0.743,2.323,2.964,1.053
Elavl3,-0.071,0.706,33.444,47.306,34.114,37.951,23.944,43.054
Elavl4,0.026,0.920,3.079,4.458,1.238,2.640,2.580,3.697
Eldr,0.162,0.374,0.000,0.000,0.000,0.482,0.000,0.000
Elf1,0.443,0.248,10.134,2.518,6.738,10.507,7.878,10.828
Elf2,-0.041,0.631,10.149,10.480,11.962,10.168,11.347,9.302
Elf3,1.344,0.016,0.300,1.308,0.768,3.645,2.097,3.724
Elf4,-0.205,0.397,2.407,3.058,1.249,2.143,1.910,0.585
Elf5,-0.282,0.494,0.000,1.806,0.000,0.048,0.363,0.000
Elfn1,-0.260,0.167,4.579,7.611,7.034,5.714,4.218,3.317
Elfn2,0.048,0.780,4.448,7.733,7.392,7.150,7.693,5.548
Elk1,0.226,0.009,8.170,7.557,7.411,10.069,9.139,9.506
Elk3,0.239,0.074,30.126,24.546,27.647,35.474,29.993,36.288
Elk4,0.376,0.130,10.692,9.346,5.659,14.300,10.440,11.244
Ell,-0.273,0.054,12.501,18.814,16.007,10.397,11.795,10.958
Ell2,0.386,0.345,4.850,1.881,1.485,2.673,4.263,5.498
Ell3,-0.216,0.643,1.654,4.105,0.000,2.152,0.902,0.700
Elmo1,-0.146,0.393,12.484,15.701,12.440,14.371,7.482,11.951
Elmo2,0.104,0.730,18.972,7.367,21.969,16.159,20.119,17.256
Elmo3,0.103,0.739,4.873,2.228,1.603,3.713,3.804,2.288
Elmod1,-0.040,0.925,45.601,89.635,17.407,55.058,44.919,42.786
Elmod2,0.031,0.906,4.797,4.134,1.559,4.506,3.537,2.691
Elmod3,-0.248,0.402,9.716,22.317,9.895,10.880,10.457,8.855
Elmsan1,-0.062,0.747,7.162,4.555,9.006,6.122,6.513,6.507
Eln,-0.416,0.249,98.647,52.413,135.832,33.779,46.992,85.478
Elof1,-0.126,0.654,40.830,22.024,47.992,42.442,27.231,26.421
Elovl1,-0.212,0.122,33.832,46.743,37.980,26.871,27.999,36.639
Elovl2,-0.177,0.646,1.964,4.585,0.874,0.870,3.046,1.536
Elovl3,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Elovl4,-0.031,0.932,15.170,23.114,5.701,17.723,9.969,13.937
Elovl5,0.182,0.183,44.990,51.912,32.697,51.693,48.790,50.974
Elovl6,-0.177,0.690,14.184,37.375,9.167,21.418,12.409,14.372
Elovl7,-0.095,0.778,35.334,27.279,12.518,27.832,26.053,12.750
Elp2,0.121,0.594,13.257,20.433,12.641,14.503,22.393,14.572
Elp3,-0.046,0.867,19.908,14.479,31.759,16.272,21.623,24.812
Elp4,0.415,0.148,2.525,1.125,1.207,2.144,2.452,3.451
Elp5,0.249,0.188,13.256,18.604,15.445,23.806,16.197,19.029
Elp6,-0.136,0.767,6.168,1.219,1.609,1.851,1.837,3.633
Emb,-0.443,0.226,23.270,34.774,10.994,13.581,17.317,5.466
Emc1,0.026,0.769,19.501,27.220,23.748,23.928,22.968,24.516
Emc10,-0.089,0.422,106.782,142.076,144.801,117.171,109.827,127.341
Emc2,0.046,0.868,27.749,37.336,12.734,24.322,30.304,25.351
Emc3,-0.054,0.289,50.933,52.695,49.162,51.828,45.691,45.103
Emc4,-0.051,0.710,73.359,105.602,90.823,96.745,69.209,86.443
Emc6,0.035,0.892,10.650,27.492,23.372,19.199,18.865,24.819
Emc7,0.120,0.571,74.890,82.474,42.578,62.000,84.570,74.049
Emc8,-0.131,0.275,13.087,14.398,13.723,10.011,10.312,14.704
Emc8-1190005i06rik,-0.610,0.382,2.592,10.798,0.001,0.000,0.000,3.270
Emc9,-0.046,0.873,37.264,21.726,16.169,19.221,22.695,28.908
Emcn,0.296,0.242,61.345,37.166,32.127,61.214,52.743,54.434
Emd,-0.042,0.881,15.541,26.812,29.509,15.388,20.242,32.346
Eme1,-0.010,0.982,0.000,2.238,0.158,1.333,0.172,0.762
Eme2,-0.010,0.973,9.296,5.615,14.058,9.116,12.145,7.253
Emg1,0.078,0.722,35.652,53.738,29.469,44.396,32.158,49.672
Emid1,-0.169,0.575,5.091,7.829,2.306,3.380,3.065,5.465
Emilin1,0.086,0.842,13.985,7.754,27.794,11.727,18.152,24.164
Emilin2,0.277,0.400,1.738,0.000,0.980,1.556,0.958,1.803
Emilin3,-0.300,0.255,0.325,1.153,0.000,0.000,0.000,0.114
Eml1,-0.168,0.395,23.904,15.354,27.611,19.457,18.818,16.551
Eml2,-0.227,0.448,40.141,38.246,76.948,29.757,43.469,45.691
Eml3,-0.066,0.691,15.026,15.625,15.529,10.909,12.424,19.144
Eml4,-0.001,0.993,7.477,11.900,8.408,9.751,10.073,7.500
Eml5,0.202,0.007,10.987,10.081,10.427,12.500,12.472,13.100
Eml6,-0.105,0.294,3.991,2.889,3.724,3.094,2.869,3.122
Emp1,0.381,0.126,18.383,20.676,17.290,21.741,22.529,33.753
Emp2,-0.107,0.560,43.719,33.128,37.387,22.421,39.821,38.523
Emp3,-0.164,0.409,108.253,133.327,165.094,83.589,111.801,141.286
Emx1,-0.551,0.135,4.833,8.827,14.954,2.786,3.394,4.932
Emx2,-0.420,0.132,4.250,5.050,8.151,1.399,3.056,4.325
Emx2os,0.088,0.803,0.379,0.082,1.351,1.409,0.217,0.609
En1,-0.057,0.376,0.000,0.057,0.191,0.000,0.000,0.062
En2,-0.474,0.417,0.000,3.374,0.000,0.028,0.063,0.220
Enah,0.042,0.784,13.489,8.733,11.065,12.974,11.508,10.034
Enam,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Enc1,-0.074,0.389,26.138,23.022,20.709,22.171,22.164,19.422
Endod1,0.007,0.968,25.768,41.341,25.929,34.317,29.375,28.426
Endog,-0.049,0.933,5.023,0.330,13.917,5.398,5.416,7.461
Endou,-0.197,0.372,1.660,2.297,0.669,0.592,1.299,1.168
Endov,-0.301,0.081,5.622,8.839,6.794,3.582,4.408,5.780
Eng,-0.040,0.812,227.625,188.302,301.602,223.141,215.801,245.248
Engase,0.095,0.815,5.056,0.782,2.389,2.001,3.014,4.245
Enho,-0.275,0.183,31.356,48.558,29.105,31.683,20.588,24.668
Enkd1,0.262,0.409,2.911,6.304,2.024,3.817,5.735,5.138
Enkur,0.127,0.841,3.835,0.000,0.621,1.310,0.563,3.547
Eno1,-0.152,0.231,261.349,213.759,291.471,220.851,219.202,204.213
Eno1b,-0.338,0.461,8.085,5.672,0.528,2.568,4.300,1.415
Eno2,0.022,0.833,37.980,52.209,50.388,44.535,51.530,45.987
Eno3,-0.369,0.031,7.690,10.863,10.852,4.960,5.201,7.084
Eno4,-0.547,0.043,1.619,3.936,2.906,0.984,1.061,0.093
Enoph1,0.726,0.098,11.926,4.109,4.370,11.664,12.463,12.974
Enox1,0.016,0.962,4.675,1.366,1.650,1.864,2.730,3.209
Enox2,0.112,0.536,3.351,4.695,2.112,3.378,3.793,4.275
Enpep,0.203,0.501,4.565,5.509,1.184,4.460,4.188,5.243
Enpp1,0.273,0.365,6.477,2.943,8.679,7.197,7.330,9.255
Enpp2,-0.327,0.354,963.991,996.964,419.553,718.313,660.156,191.976
Enpp3,0.585,0.205,0.200,0.000,1.109,0.570,1.200,2.081
Enpp4,-0.046,0.863,18.735,14.857,6.452,12.606,11.604,13.271
Enpp5,-0.018,0.926,46.709,65.684,31.734,46.768,44.216,47.957
Enpp6,-0.148,0.394,1.824,2.038,2.096,1.073,1.071,2.438
Enpp7,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Ensa,0.029,0.633,72.537,87.539,85.441,85.784,80.941,83.034
Enthd1,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Enthd2,0.069,0.853,3.378,5.515,1.649,4.444,5.329,1.483
Entpd1,0.244,0.169,50.308,44.485,33.796,45.684,51.970,61.071
Entpd2,-0.234,0.380,5.867,9.945,14.037,8.376,7.969,5.595
Entpd3,-0.121,0.547,3.295,1.548,2.728,1.518,1.993,2.735
Entpd4,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Entpd5,0.044,0.808,6.052,9.582,6.526,9.015,8.216,5.675
Entpd6,-0.100,0.455,13.369,19.802,13.404,13.250,15.175,12.538
Entpd7,-0.060,0.724,2.025,1.262,1.250,1.925,1.071,1.042
Entpd8,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Eny2,0.002,0.984,8.324,9.743,7.370,10.077,7.517,7.558
Eogt,0.033,0.898,36.730,20.039,17.640,22.721,27.680,25.835
Eomes,-0.180,0.430,0.991,0.038,0.281,0.188,0.282,0.064
Ep300,0.078,0.725,12.077,7.031,13.501,13.430,12.318,9.430
Ep400,-0.019,0.930,10.779,6.866,12.734,11.456,10.847,7.228
Epas1,-0.153,0.591,273.637,172.460,418.812,251.123,244.418,234.538
Epb4.1,-0.191,0.174,27.052,31.674,24.164,21.709,16.981,26.896
Epb4.1l1,-0.084,0.452,20.117,21.988,27.073,21.933,20.328,20.229
Epb4.1l2,-0.169,0.037,46.564,53.177,54.441,39.400,43.453,43.408
Epb4.1l3,0.461,0.001,10.785,10.904,11.891,16.467,17.194,16.264
Epb4.1l4a,0.974,0.042,1.526,0.000,0.657,1.886,2.251,3.118
Epb4.1l4aos,9.237,0.081,0.000,0.000,0.887,11.690,3.710,21.731
Epb4.1l4b,-0.177,0.775,0.000,0.000,3.966,0.573,1.362,0.824
Epb4.1l5,0.270,0.120,1.298,0.773,1.606,1.726,1.610,2.107
Epb4.2,-0.248,0.322,1.118,1.174,0.000,0.484,0.192,0.270
Epc1,0.025,0.815,10.430,10.067,10.046,12.460,9.056,9.516
Epc2,-0.037,0.659,5.028,5.658,4.926,5.598,5.059,4.082
Epcam,0.040,0.830,0.562,0.000,0.000,0.050,0.338,0.316
Epdr1,-0.194,0.296,27.283,27.303,16.335,17.942,22.316,15.508
Epg5,-0.048,0.866,2.575,1.305,4.411,3.261,2.320,2.131
Epgn,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Epha1,-0.311,0.254,0.057,1.424,1.179,0.030,0.295,0.550
Epha10,0.188,0.706,6.595,2.461,15.550,11.131,6.801,11.905
Epha2,0.548,0.227,1.937,4.609,6.192,7.011,4.368,9.767
Epha3,0.255,0.280,1.637,3.467,1.701,3.672,3.061,2.412
Epha4,0.034,0.911,14.103,26.040,8.755,18.710,16.989,13.926
Epha5,-0.086,0.646,12.003,11.573,7.105,9.728,6.713,10.959
Epha6,-0.187,0.430,2.431,5.370,2.931,3.364,2.899,1.758
Epha7,-0.183,0.584,12.197,19.251,4.711,9.854,8.819,9.696
Epha8,-0.440,0.160,4.343,7.550,2.452,1.918,3.055,1.595
Ephb1,0.061,0.675,5.402,6.447,3.941,4.689,6.610,5.397
Ephb2,-0.190,0.294,3.728,7.354,6.205,4.064,5.031,4.155
Ephb3,-0.103,0.692,4.306,10.961,6.423,6.632,7.363,4.806
Ephb4,-0.053,0.789,39.829,34.557,55.672,32.772,47.274,42.159
Ephb6,0.047,0.657,20.971,30.338,26.573,27.674,27.835,25.062
Ephx1,-0.252,0.001,172.586,187.985,177.289,123.249,139.280,134.219
Ephx2,-0.150,0.370,8.841,7.638,9.288,4.657,7.580,9.013
Ephx3,0.377,0.418,2.594,0.060,1.158,1.893,1.229,3.254
Ephx4,0.168,0.282,7.572,11.045,8.352,8.832,12.343,10.392
Epm2a,-0.157,0.800,10.797,0.000,3.009,3.937,4.643,2.605
Epm2aip1,-0.165,0.447,8.011,10.201,4.485,5.229,5.578,7.346
Epn1,-0.130,0.570,87.984,84.752,148.529,85.176,94.430,97.998
Epn2,0.003,0.984,26.629,19.886,26.419,21.831,29.425,21.314
Epn3,-0.534,0.139,13.503,18.426,6.782,6.218,9.059,0.838
Epo,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Epor,-0.056,0.885,2.994,2.552,6.667,4.180,5.625,1.492
Eppin,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Eppk1,-0.029,0.747,0.093,0.000,0.276,0.176,0.075,0.024
Eprs,0.236,0.253,20.665,11.642,13.824,18.658,18.418,20.159
Eps15,0.109,0.639,20.469,11.813,10.573,17.246,15.156,14.938
Eps15l1,-0.060,0.849,23.424,6.910,22.207,16.315,17.221,15.544
Eps8,0.124,0.594,11.172,5.243,9.402,8.150,9.920,11.140
Eps8l1,0.239,0.381,0.975,2.407,2.631,3.648,1.950,2.468
Eps8l2,-0.213,0.207,48.497,33.586,34.419,27.507,34.807,27.895
Eps8l3,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Epsti1,-0.274,0.183,3.862,2.409,3.504,2.738,1.006,2.471
Ept1,0.194,0.264,6.870,5.754,3.852,7.395,6.694,5.903
Epx,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Epyc,0.046,0.374,0.000,0.000,0.000,0.000,0.138,0.000
Eqtn,0.362,0.374,0.000,0.000,0.000,0.000,0.000,1.086
Eral1,0.122,0.164,8.115,6.932,7.838,9.304,8.323,8.157
Erap1,0.488,0.225,12.129,5.549,3.252,11.376,10.302,10.559
Eras,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000
Erbb2,-0.389,0.257,6.555,2.751,9.914,3.880,3.845,2.802
Erbb2ip,0.432,0.038,18.018,16.376,10.447,22.429,21.030,21.134
Erbb3,0.254,0.472,1.117,0.000,2.142,1.828,1.897,1.154
Erbb4,-0.212,0.207,2.577,2.020,3.236,2.042,2.232,1.213
Erc1,0.129,0.239,6.254,5.701,7.180,7.507,7.787,6.478
Erc2,-0.090,0.715,5.805,9.835,4.330,4.888,7.583,5.119
Ercc1,-0.122,0.627,14.413,32.133,19.739,14.755,19.660,22.448
Ercc2,-0.233,0.438,4.555,13.021,12.330,7.318,9.475,5.139
Ercc3,0.026,0.930,12.434,18.179,5.152,11.417,13.036,11.599
Ercc4,-0.208,0.302,4.421,5.347,2.534,2.461,3.906,2.597
Ercc5,0.125,0.566,6.288,9.547,3.920,7.014,7.753,7.445
Ercc6,0.201,0.256,3.359,2.304,1.721,2.693,3.367,3.304
Ercc6l,0.009,0.972,0.000,0.000,0.634,0.000,0.070,0.607
Ercc6l2,0.568,0.091,4.480,2.384,1.529,4.163,4.967,5.570
Ercc8,-0.180,0.513,2.375,3.994,1.072,2.445,1.722,1.274
